Наименование,Регистрационный номер,Год_регистрации,Статус,Регион регистрации,Код ОКАТО,Наименование ОКАТО,Код ОКТМО,Организационно-правовая форма,Код ОКОПФ,"2019, Среднесписочная численность работников","2019, Дебиторская задолженность, RUB","2019, Денежные средства и денежные эквиваленты, RUB","2019, Капитал и резервы, RUB","2019, Заёмные средства (краткосрочные), RUB","2019, Кредиторская задолженность, RUB","2019, Пассивы всего, RUB","2019, Выручка, RUB","2019, Себестоимость продаж, RUB","2019, Валовая прибыль (убыток), RUB","2019, Коммерческие расходы, RUB","2019, Управленческие расходы, RUB","2019, Прибыль (убыток) от продажи, RUB","2019, Доходы от участия в других организациях, RUB","2019, Проценты к получению, RUB","2019, Проценты к уплате, RUB","2019, Прочие доходы, RUB","2019, Прочие расходы, RUB","2019, Прибыль (убыток) до налогообложения , RUB","2019, Текущий налог на прибыль, RUB","2019, Чистая прибыль (убыток), RUB","2019, Прибыль от приносящей доход деятельности, RUB","2019, Всего поступило средств, RUB","2019, Расходы на целевые мероприятия, RUB","2019, Расходы на содержание аппарата управления, RUB","2019, Приобретение основных средств, инвентаря и иного имущества, RUB","2019, Всего использовано средств, RUB","2019, Остаток средств на конец отчетного года, RUB"
"ЕВРАЗИЯ, ФОНД",1046603997505,2004,Действующая,Свердловская область,65480000000,"Свердловская область, Первоуральск",65753000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,29000.0,,,,29000.0,
"ЕВРЕЙСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ ЦЕНТР ХЭСЭД НЭХАМА, ЧГБОФ",1027400005808,1998,Действующая,Челябинская область,75401366000,"Челябинская область, Челябинск, Курчатовский",75701315000.0,Благотворительные фонды,70401,,68000.0,758000.0,25729000.0,,541000.0,26270000.0,,,,,,,,,,42000.0,23000.0,19000.0,,18000.0,18000.0,24755000.0,19445000.0,5591000.0,,25036000.0,286000.0
"ГУМАНИТАРНЫЙ ФОНД ЛИЦЕЯ № 14, НОБФ",1031801050918,2003,Действующая,Удмуртская Республика,94401365000,"Удмуртская Республика, Ижевск, Ленинский",94701000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЕГОРЬЕВСКИЙ, БФ",1155000000693,2015,Действующая,Московская область,46422000000,"Московская область, Егорьевск",46722000001.0,Благотворительные фонды,70401,,,391000.0,,,,391000.0,,,,,,,,,,,,,,,,5950000.0,6826000.0,760000.0,,7586000.0,391000.0
"ЕДИНАЯ НАЦИЯ, БФ",1161690136288,2016,Действующая,Республика Татарстан,92401377000,"Республика Татарстан, Казань, Московский",92701000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЕДИНАЯ РОССИЯ, КОЛОМЕНСКИЙ МЕСТНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ПОДДЕРЖКИ ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ",1065000031524,2006,Действующая,Московская область,46438000000,"Московская область, Коломна",46738000001.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЕДИНАЯ СЕМЬЯ, БФ",1132225901170,2013,Действующая,Алтайский край,1401370000,"Алтайский край, Барнаул, Центральный",1701000001.0,Благотворительные фонды,70401,,,168000.0,168000.0,,,168000.0,,,,,,,,,,,,,,,,487000.0,516000.0,105000.0,,621000.0,168000.0
"ЕДИНЕНИЕ, БФ",1163700050172,2016,Действующая,Ивановская область,24401364000,"Ивановская область, Иваново, Ленинский",24701000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,
"ЕДИНЕНИЕ, КОБФ",1144400000282,2014,Действующая,Костромская область,34401000000,"Костромская область, Кострома",34701000001.0,Благотворительные фонды,70401,,,41000.0,41000.0,,,41000.0,,,,,,,,,,,,,,,,209000.0,273000.0,,,273000.0,41000.0
"ЕДИНЕНИЕ, УФИМСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ ВСЕРОССИЙСКОГО ОБЩЕСТВЕННОГО ФОНДА ИНВАЛИДОВ ВООРУЖЕННЫХ СИЛ,ПОГРАНИЧНЫХ ВОЙСК,СЛУЖБЫ БЕЗОПАСНОСТИ И ПРАВООХРАНИТЕЛЬНЫХ ОРГАНОВ",1030200020168,1996,Действующая,Башкортостан (Республика),80401380000,"Республика Башкортостан, Уфа, Ленинский",80701000001.0,Общественные фонды,70403,,,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
"ЕДИНЕНИЕ, ФОНД",1106600003542,2010,Действующая,Свердловская область,65401362000,"Свердловская область, Екатеринбург, Академический",65701000001.0,Благотворительные фонды,70401,,,351000.0,,,21000.0,351000.0,,,,,,,,,,,,,,,,853000.0,,495000.0,,502000.0,351000.0
"ЕДИНЕНИЕ-85, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1045504016623,2004,Действующая,Омская область,52401382000,"Омская область, Омск, Центральный",52701000001.0,Благотворительные фонды,70401,,,449000.0,449000.0,,,449000.0,,,,,,,,,,,,,,,,979000.0,690000.0,220000.0,,910000.0,449000.0
"ЕДИНОЕ НАЧАЛО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1195000001063,2019,Действующая,Московская область,46446000000,"Московская область, Мытищи",46746000001.0,Благотворительные фонды,70401,,,60000.0,,,60000.0,60000.0,,,,,,,,,,,,,,,,60000.0,,60000.0,,60000.0,
"ЕДИНОМЫСЛИЕ, БФ",1150280011056,2015,Действующая,Башкортостан (Республика),80445000000,"Республика Башкортостан, Стерлитамак",80745000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,21000.0,21000.0,,,21000.0,
"ЕДИНСТВО ДОБРОЙ ВОЛИ, МОФ",1161690149411,2016,Действующая,Республика Татарстан,92401377000,"Республика Татарстан, Казань, Московский",92701000001.0,Общественные фонды,70403,,,2000.0,-9000.0,10000.0,1000.0,2000.0,,,,,3000.0,-3000.0,,,,,6000.0,-9000.0,,-9000.0,,,,,,,
"ЕДИНСТВО ДУХА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПО ОКАЗАНИЮ ПОМОЩИ ЛЮДЯМ, ПОПАВШИМ В СЛОЖНУЮ ЖИЗНЕННУЮ СИТУАЦИЮ",1155000004026,2015,Действующая,Московская область,46468000511,"Московская область, Раменское, с Речицы",46768000611.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЕДИНСТВО СЕМЬИ И ШКОЛЫ, МЕСТНЫЙ ОБЩЕСТВЕННЫЙ ФОНД",1080200003091,2008,Действующая,Башкортостан (Республика),80401375000,"Республика Башкортостан, Уфа, Кировский",80701000001.0,Общественные фонды,70403,,4000.0,558000.0,,,,562000.0,,,,,,,,,,,,,,,,4284000.0,3856000.0,155000.0,,4011000.0,562000.0
"ЕДИНСТВО СПОРТА И ДОБРА, БФ",1182500000451,2018,Действующая,Приморский край,5414000000,"Приморский край, Находка",5714000001.0,Благотворительные фонды,70401,,,2000.0,2000.0,,,2000.0,,,,,,,,,,,,,,,,,,,,,
"ЕДИНСТВО УРАЛА, ФОНД",1169600002990,2016,Действующая,Свердловская область,65476382000,"Свердловская область, Нижний Тагил, Тагилстроевский",65751000001.0,Благотворительные фонды,70401,,10000.0,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
"ЕДИНСТВО, БФ",1126100003754,2012,Действующая,Ростовская область,60401364000,"Ростовская область, Ростов-на-Дону, Железнодорожный",60701000001.0,Благотворительные фонды,70401,,,,,5000.0,,,,,,,,,,,,,,,,,,,,,,,
"ЕДИНСТВО, БФ",1145543081738,2014,Действующая,Омская область,52401364000,"Омская область, Омск, Кировский",52701000001.0,Благотворительные фонды,70401,,,3000.0,,3000.0,,3000.0,3452988000.0,3206848000.0,246140000.0,,,246140000.0,,,,,,246140000.0,36921000.0,209219000.0,,,,,,,
"ЕДИНСТВО, БФ",1103800000644,2010,Действующая,Иркутская область,25414370000,"Иркутская область, Братск, Центральный",25714000001.0,Благотворительные фонды,70401,,,266000.0,266000.0,,,266000.0,,,,,,,,,,,,,,,,1890000.0,303000.0,1138000.0,228000.0,1669000.0,266000.0
"ЕДИНСТВО, БФ",1143300000953,2014,Действующая,Владимирская область,17240000006,"Владимирская область, Кольчугинский район, п Бавлены",17640404101.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЕДИНСТВА ПРАВОСЛАВНЫХ НАРОДОВ, ФОНД",1027300002388,1998,Действующая,Ульяновская область,73401373000,"Ульяновская область, Ульяновск, Засвияжский",73701000001.0,Общественные фонды,70403,,,53000.0,-31000.0,,144000.0,113000.0,673000.0,,673000.0,,1007000.0,-334000.0,,,,,,-334000.0,,-334000.0,,419000.0,,398000.0,,398000.0,
"ЕДИНСТВО, МБФ",1153400000247,2015,Действующая,Волгоградская область,18401395000,"Волгоградская область, Волгоград, Центральный",18701000001.0,Благотворительные фонды,70401,,7000.0,3000.0,,,8000.0,10000.0,,,,,,,,,,,,,,,,64000.0,32000.0,30000.0,,62000.0,4000.0
"ЕДИНСТВО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1122202000690,2012,Действующая,Алтайский край,1401364000,"Алтайский край, Барнаул, Индустриальный",1701000001.0,Благотворительные фонды,70401,,,,10000.0,,,10000.0,,,,,,,,,,,,,,,,457000.0,434000.0,23000.0,,457000.0,
"ЕДИНСТВО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1024400760801,2002,Действующая,Ярославская область,78401380000,"Ярославская область, Ярославль, Ленинский",78701000001.0,Благотворительные фонды,70401,,,69000.0,-64000.0,,133000.0,69000.0,,,,,12000.0,-12000.0,,,,,,-12000.0,,-12000.0,,,,,,,
"ЕЙСК ФОНД, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1172375100952,2017,Действующая,Краснодарский край,3411000000,"Краснодарский край, Ейск",3616101001.0,Благотворительные фонды,70401,,30000.0,11000.0,281000.0,,,281000.0,,92000.0,-92000.0,,,-92000.0,,,,,5000.0,-97000.0,,-97000.0,,124000.0,106000.0,,,120000.0,12000.0
"ЕКАТЕРИНЫ БАКУНИНОЙ, ФОНД",1106900001911,2010,Действующая,Тверская область,28401000000,"Тверская область, Тверь",28701000001.0,Благотворительные фонды,70401,,1000.0,62000.0,-147000.0,,241000.0,94000.0,,,,,,,,,,,,,,,,870000.0,460000.0,395000.0,,1085000.0,62000.0
"ЕЛИЗАВЕТИНСКИЙ, КРОФ",1033918504399,2003,Действующая,Калининградская область,27405000000,"Калининградская область, Балтийск",27705000001.0,Общественные фонды,70403,,,,,,74000.0,74000.0,,,,,,,,,,,,,,,,,,,,,
"ЕНТЕШЛЕХ (ЗЕМЛЯЧЕСТВО), БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ НАЦИОНАЛЬНОЙ КУЛЬТУРЫ",1177232030172,2017,Действующая,Тюменская область,71401372000,"Тюменская область, Тюмень, Центральный",71701000001.0,Благотворительные фонды,70401,,,,-9000.0,9000.0,,,,,,,,,,,,,6000.0,-6000.0,,-6000.0,,,,,,,
"ЕРМАК, БФ",1162468073338,2016,Действующая,Красноярский край,4401371000,"Красноярский край, Красноярск, Октябрьский",4701000001.0,Благотворительные фонды,70401,,,2000.0,,,,2000.0,,,,,,,,,,,,,,,,1761000.0,1212000.0,549000.0,,1761000.0,2000.0
"ЕСЛИ НЕ МЫ, ТО КТО?, БФ",1172468047399,2017,Действующая,Красноярский край,4401374000,"Красноярский край, Красноярск, Советский",4701000001.0,Благотворительные фонды,70401,,7000.0,,,284000.0,,284000.0,,,,,,,,,,,,,,,,335000.0,,53000.0,283000.0,336000.0,
"ЕСФИРЬ, ТОНБФ",1107000000975,2010,Действующая,Томская область,69401000000,"Томская область, Томск",69701000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,14000.0,14000.0,,,,
"ЖЕЛАНИЕ, БФПИ",1145658008726,2014,Действующая,Оренбургская область,53423364000,"Оренбургская область, Орск, Ленинский",53723000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,1000.0,,,425000.0,372000.0,,,372000.0,55000.0
"ЖЕЛЕЗНОГОРСК-ЛЮБИМЫЙ ГОРОД, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1084600000792,2008,Действующая,Курская область,38405000000,"Курская область, Железногорск",38705000001.0,Благотворительные фонды,70401,,,12693000.0,12693000.0,,,12693000.0,,,,,,,,,,,,,,,,23419000.0,10525000.0,209000.0,,10734000.0,12693000.0
ЖЕЛЕЗНОГОРСКИЙ ФОНД ПОДДЕРЖКИ И РАЗВИТИЯ ХОККЕЯ,1154600000070,2015,Действующая,Курская область,38405000000,"Курская область, Железногорск",38705000001.0,Благотворительные фонды,70401,,,43000.0,,,,43000.0,,,,,,,,,,,,,,,,17000.0,,,,,43000.0
"ЖЕЛЕЗНОДОРОЖНИК, БФ",1025202408890,1995,Действующая,Нижегородская область,22401368000,"Нижегородская область, Нижний Новгород, Ленинский",22701000001.0,Благотворительные фонды,70401,,,19000.0,15670000.0,,9000.0,15679000.0,,,,,171000.0,-171000.0,,,,63000.0,41000.0,-149000.0,,-149000.0,,83000.0,26000.0,188000.0,,214000.0,15470000.0
ЖЕМЧУЖИНА,1031614000065,2002,Действующая,Республика Татарстан,92425000000,"Республика Татарстан, Лениногорск",92636101001.0,Благотворительные фонды,70401,,,1688000.0,1688000.0,,,1688000.0,,,,,,,,,,,,,,-1000.0,,1500000.0,46000.0,,,265000.0,1688000.0
"ЖЕМЧУЖИНА УРАЛА, ПМОФ",1025900010982,2001,Действующая,Пермский край,57401372000,"Пермский край, Пермь, Ленинский",57701000001.0,Общественные фонды,70403,,,1700000.0,,,1893000.0,1893000.0,,,,,,,,,,,,,,,,,,,,,
"ЖЕМЧУЖИНА, БФ",1103800002184,2010,Действующая,Иркутская область,25401380000,"Иркутская область, Иркутск, Свердловский",25701000001.0,Благотворительные фонды,70401,,1000.0,,,,,1000.0,,,,,,,,,,,,,,,,42000.0,38000.0,4000.0,,42000.0,
"ЖЕНСКАЯ ЗАБОТА, БФ ПВ",1037101133134,1996,Действующая,Тульская область,70401364000,"Тульская область, Тула, Зареченский",70701000001.0,Благотворительные фонды,70401,,,1064000.0,1077000.0,,3000.0,1080000.0,,,,,,,,,,,,,,,,6527000.0,,,,5519000.0,1060000.0
"ЖЕНЩИНЫ ДОНА, ФОНД",1136100005590,2013,Действующая,Ростовская область,60427000000,"Ростовская область, Новочеркасск",60727000001.0,Общественные фонды,70403,,37000.0,69000.0,9065000.0,,,9065000.0,,,,,,,,,,,,,,,,315000.0,,,,-455000.0,9064000.0
"ЖЕНЩИНЫ СИБИРИ, БФ",1165543060396,2016,Действующая,Омская область,52401382000,"Омская область, Омск, Центральный",52701000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЖЕНЫ МИРОНОСИЦЫ, БФ",1164400050430,2016,Действующая,Костромская область,34420000000,"Костромская область, Нерехта",34626101001.0,Благотворительные фонды,70401,,,105000.0,206000.0,,,206000.0,,,,,,,,,,,,,,,,376000.0,160000.0,114000.0,,274000.0,105000.0
"ЖИВАЯ ВОДА, БФ СИТИ",1149102110937,2004,Действующая,Республика Крым,35401000000,"Республика Крым, Симферополь",35701000001.0,Благотворительные фонды,70401,,,3000.0,,,,3000.0,,,,,,,,,,,,,,,,,,,,,
"ЖИВАЯ ВОДА, СПБ БФ",1197800004973,2019,Действующая,Санкт-Петербург,40262561000,"Санкт-Петербург, Адмиралтейский, Коломна",40301000000.0,Благотворительные фонды,70401,,,20000.0,20000.0,,,20000.0,,,,,,,,,,,,,,,,,,,,,
"ЖИВАЯ МЕЧТА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1190571007659,2019,Действующая,Дагестан (Республика),82408000000,"Республика Дагестан, Дагестанские Огни",82708000001.0,Благотворительные фонды,70401,,,4000.0,,,,4000.0,,,,,,,,,,,,,,,,373000.0,362000.0,8000.0,,370000.0,4000.0
"ЖИВАЯ ПЛАНЕТА, ЭКОФОНД",1031900003266,2003,Действующая,Хакасия (Республика),95401000000,"Республика Хакасия, Абакан",95701000001.0,Общественные фонды,70403,,27000.0,178000.0,,,205000.0,205000.0,1008000.0,,1008000.0,1008000.0,,,,,,,,,,,,717000.0,717000.0,,,717000.0,
"ЖИВИ ЗАВТРА, БФ",1191832014021,2019,Действующая,Удмуртская Республика,94410000000,"Удмуртская Республика, Воткинск",94710000001.0,Благотворительные фонды,70401,,,44000.0,,,,44000.0,,,,,,,,,,,,,,,,46000.0,,,,2000.0,44000.0
"ЖИВИ НА БАЙКАЛЕ, ЭФ",1163850076147,2016,Действующая,Иркутская область,25401373000,"Иркутская область, Иркутск, Октябрьский",25701000001.0,Экологические фонды,70404,,10000.0,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
"ЖИВИ, МАЛЫШ, ФОНД",1126600002781,2012,Действующая,Свердловская область,65476374000,"Свердловская область, Нижний Тагил, Ленинский",65751000001.0,Благотворительные фонды,70401,,1017000.0,379000.0,5059000.0,,253000.0,5312000.0,,,,,,,,,,,,,,,,11515000.0,8282000.0,1685000.0,1210000.0,11223000.0,1149000.0
"ЖИВОЕ ДЫХАНИЕ, БФ",1062400023366,2006,Действующая,Красноярский край,4401368000,"Красноярский край, Красноярск, Ленинский",4701000001.0,Благотворительные фонды,70401,,,162000.0,,,35000.0,984000.0,,,,,,,,,,,,,,,,6487000.0,6032000.0,224000.0,91000.0,6347000.0,162000.0
"ЖИВОЙ ЗВУК, ОФ",1027300006095,2001,Действующая,Ульяновская область,73401384000,"Ульяновская область, Ульяновск, Ленинский",73701000001.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЖИВОЙ МИР, БФ",1196313037580,2019,Действующая,Самарская область,36440373000,"Самарская область, Тольятти, Центральный",36740000001.0,Благотворительные фонды,70401,,2000.0,10000.0,,,,439000.0,,,,,,,,,,,,,,,,22000.0,,22000.0,,22000.0,
"ЖИВОЙ СЕВЕР, ДБФ",1031000001130,1999,Действующая,Карелия (Республика),86401000000,"Республика Карелия, Петрозаводск",86701000001.0,Благотворительные фонды,70401,,46000.0,1000.0,,,33000.0,47000.0,,,,,,,,,,,,,,,,,,,,,
"ЖИЕН -СХОД РЕСПУБЛИКИ ТАТАРСТАН, РЕГИОНАЛЬНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД СОХРАНЕНИЯ И РАЗВИТИЯ ТАТАРСКОГО ЯЗЫКА И КУЛЬТУРЫ",1031659000119,1993,Действующая,Республика Татарстан,92401380000,"Республика Татарстан, Казань, Приволжский",92701000001.0,Благотворительные фонды,70401,,607000.0,2000.0,,608000.0,1000.0,609000.0,1917000.0,1821000.0,,,,96000.0,,,,,,96000.0,14000.0,82000.0,,,,,,,
"ЖИЗНЬ БЕЗ ГРАНИЦ, БФ",1125200003378,2012,Действующая,Нижегородская область,22228503000,"Нижегородская область, Городецкий район, Заволжье",22628103001.0,Благотворительные фонды,70401,,,341000.0,341000.0,,,341000.0,,,,,,,,,,,,,,,,7107000.0,7018000.0,130000.0,,7148000.0,341000.0
"ЖИЗНЬ БЕЗ ОЖОГА, БФ",1167800055477,2016,Действующая,Санкт-Петербург,40298000000,"Санкт-Петербург, Центральный",40911000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,43000.0,,43000.0,,43000.0,
"ЖИЗНЬ ДАНА НА ДОБРЫЕ ДЕЛА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147600000240,2014,Действующая,Ярославская область,78401368000,"Ярославская область, Ярославль, Кировский",78701000001.0,Благотворительные фонды,70401,,8000.0,1300000.0,1209000.0,,123000.0,1332000.0,,,,,,,,,,,,,,,,1570000.0,310000.0,122000.0,,432000.0,1209000.0
"ЖИЗНЬ ДЕТЯМ, БФ",1110200005739,2011,Действующая,Башкортостан (Республика),80401384000,"Республика Башкортостан, Уфа, Октябрьский",80701000001.0,Благотворительные фонды,70401,,,785000.0,748000.0,,37000.0,785000.0,,,,,,,,,,,,,,,,1511000.0,1859000.0,751000.0,,2828000.0,785000.0
"ЖИЗНЬ ДЛЯ ВСЕХ ПЕРМСКОГО КРАЯ, РОФЗЖ",1135900000477,2013,Действующая,Пермский край,57401370000,"Пермский край, Пермь, Кировский",57701000001.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЖИЗНЬ СЕВАСТОПОЛЬ, БФ",1159204024980,2015,Действующая,Севастополь,67266000000,"Севастополь, Ленинский",67312000000.0,Благотворительные фонды,70401,,,18000.0,,19000.0,,18000.0,,,,,,,,,,,,,,,,,,,,,
"ЖИЗНЬ ЧЕТВЕРОНОГИХ, БФ",1197400001260,2019,Действующая,Челябинская область,75438375000,"Челябинская область, Магнитогорск, Правобережный",75738000001.0,Благотворительные фонды,70401,,2000.0,,1000.0,,1000.0,2000.0,,,,,43000.0,-43000.0,,,,,2000.0,-45000.0,,-45000.0,,,,,,,
"ЖИЗНЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1115200004259,2011,Действующая,Нижегородская область,22403000000,"Нижегородская область, Арзамас",22703000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЖИЗНЬ, БФ",1143100001285,2014,Действующая,Белгородская область,14215551000,"Белгородская область, Борисовский район, Борисовка",14615151051.0,Благотворительные фонды,70401,,,14255000.0,10000.0,,,14255000.0,,,,,,,,,,,,,,,,35582000.0,26072000.0,104000.0,,26176000.0,14255000.0
"ЖИЗНЬ, БФ",1197800000606,2019,Действующая,Санкт-Петербург,40270000000,"Санкт-Петербург, Приморский",40325000000.0,Благотворительные фонды,70401,,30000.0,15000.0,,,,79000.0,,,,,,,,,,,,,,,,80000.0,,1000.0,,1000.0,79000.0
"ЖИЗНЬ, БФ",1163525102740,2016,Действующая,Вологодская область,19401000000,"Вологодская область, Вологда",19701000001.0,Благотворительные фонды,70401,,,1000.0,1000.0,,,1000.0,,,,,,,,,,,,,,,,,,,,,
"ЖИЗНЬ, БФ",1126900000578,2012,Действующая,Тверская область,28401365000,"Тверская область, Тверь, Заволжский",28701000001.0,Благотворительные фонды,70401,,,,10000.0,,,10000.0,,,,,,,,,,,,,,,,30000.0,30000.0,,,30000.0,
"ЖИЗНЬ, БФ",1142225900398,2014,Действующая,Алтайский край,1247892001,"Алтайский край, Тальменский район, Шишкинский, с Шишкино",1647492101.0,Благотворительные фонды,70401,,2000.0,3000.0,1000.0,,,5000.0,,,,,,,,,,,,,,,,702000.0,,673000.0,,702000.0,3000.0
"ЖИЗНЬ, СКБФ",1122600002073,2012,Действующая,Ставропольский край,7401363000,"Ставропольский край, Ставрополь, Ленинский",7701000001.0,Благотворительные фонды,70401,,,,,123000.0,,,,,,,,,,,,,,,,,,,,,,,-123000.0
"ЖИЗНЬ-СВЯЩЕННЫЙ ДАР, РБФ",1118600000705,2011,Действующая,Тюменская область,71136000000,"Тюменская область, Сургут",71876000001.0,Благотворительные фонды,70401,,10000.0,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
"ЖИЗНЬ-ЭТО СЧАСТЬЕ!, БФ",1145000006800,2014,Действующая,Московская область,46404000000,"Московская область, Балашиха",46704000001.0,Благотворительные фонды,70401,,,1057000.0,,,,6512000.0,,,,,,,,,,,,,,,,,,,,,
"ЖИЛИЩЕ СОЦИАЛЬНО-САНИТАРНОГО МИНИМУМА, ФОНД",1097800001683,2009,Действующая,Санкт-Петербург,40279000000,"Санкт-Петербург, Красносельский",40353000000.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЖИЛСТРОЙ ВТГ, ФОНД",1035205406598,2003,Действующая,Нижегородская область,22401373000,"Нижегородская область, Нижний Новгород, Нижегородский",22701000001.0,Общественные фонды,70403,,18706000.0,52000.0,50821000.0,,17000.0,50838000.0,,,,,,,,1526000.0,,10901000.0,9940000.0,2487000.0,-514000.0,1973000.0,1973000.0,1973000.0,,4022000.0,,4062000.0,49459000.0
"ЖИТЕЛЯМ ВЕРХНЕКАМЬЯ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1115900002833,2011,Действующая,Пермский край,57430000000,"Пермский край, Соликамск",57730000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЖИТЬ С МЕЧТОЙ, ФОНД",1172651016119,2017,Действующая,Ставропольский край,7401368000,"Ставропольский край, Ставрополь, Промышленный",7701000001.0,Благотворительные фонды,70401,,30000.0,453000.0,,,483000.0,483000.0,,,,,,,,,,,,,,,,367000.0,496000.0,,,496000.0,
"ЖУКОВСКИЙ РАЙОН, ФСЭРМО",1153256007123,2015,Действующая,Брянская область,15222501000,"Брянская область, Жуковский район, Жуковка",15502000001.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,39000.0,,,39000.0,
"ЖУРНАЛИСТ, ФОНД",1105200001070,2010,Действующая,Нижегородская область,22237501000,"Нижегородская область, Кстовский район, Кстово",22637101001.0,Общественные фонды,70403,,,10000.0,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
"ЗА ДОСТОЙНУЮ ЖИЗНЬ, ФОНД",1073000000270,2007,Действующая,Астраханская область,12401372000,"Астраханская область, Астрахань, Ленинский",12701000001.0,Благотворительные фонды,70401,,,1468000.0,1333000.0,,163000.0,1496000.0,,,,,,,,,,,,,,,,11170000.0,8684000.0,1525000.0,,10209000.0,1468000.0
"ЗА ЗДОРОВОЕ ПОКОЛЕНИЕ НА ПОРОГЕ XXI ВЕКА, БФ",1034700004789,1997,Действующая,Санкт-Петербург,40273000000,"Санкт-Петербург, Калининский",40330000000.0,Благотворительные фонды,70401,,42000.0,157000.0,160000.0,,39000.0,199000.0,,,,,,,,,,1000.0,58000.0,-57000.0,,-57000.0,,1674000.0,,,,1755000.0,161000.0
"ЗА КАЧЕСТВО СТРОИТЕЛЬСТВА, МООФ",1035000019251,2001,Действующая,Московская область,46488000000,"Московская область, Щёлково",46788000001.0,Общественные фонды,70403,,74000.0,11000.0,,,8796000.0,85000.0,,14000.0,,,,-14000.0,,,,,9000.0,-23000.0,,-23000.0,,,,,,,
"ЗА ПОБЕДУ, БФ",1116900002691,2011,Действующая,Тверская область,28220840001,"Тверская область, Калининский район, Михайловский, с Михайловское",28620440101.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЗАБОТА В ГОРНОМАРИЙСКОМ РАЙОНЕ РЕСПУБЛИКИ МАРИЙ ЭЛ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1041205400356,2004,Действующая,Марий Эл (Республика),88415000000,"Республика Марий Эл, Козьмодемьянск",88715000001.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,800000.0,800000.0,,,800000.0,
"ЗАБОТА ДЕТЯМ, БФ",1164700050822,2016,Действующая,Ленинградская область,41212554000,"Ленинградская область, Всеволожский район, Дубровка",41612154051.0,Благотворительные фонды,70401,,357000.0,,,,357000.0,357000.0,,,,,,,,,,,,,,,,,,,,,
"ЗАБОТА И ЖИЗНЬ, БФ",1035004258409,1997,Действующая,Московская область,46438000000,"Московская область, Коломна",46738000001.0,Благотворительные фонды,70401,,3159000.0,9000.0,707000.0,,2357000.0,3064000.0,,,,,,,,,,,14000.0,-14000.0,,-14000.0,,,,,,,
